Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://pmwcom.co.uk/team/rich-newman/,Rich Newman  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.118,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do brand and social media strategist what i like about my role my time at work is split between thinking fast and slow. fast thinking is for creative ideas such as social media posts, slow thinking is needed for more complex challenges when worki...",n/a
https://pmwcom.co.uk/team/rob-clift/,Rob Clift - PMW Communications,5,0.004943043914034307,n/a,2,200,0.108,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do designer what i like about my role i can’t help being inspired to come up with creative solutions working within the genuinely talented team at pmw. i get the opportunity to refine my design skills and make a real impact – i feel like i’m lear...,n/a
https://pmwcom.co.uk/team/sally-burfoot/,Sally Burfoot   - PMW Communications,5,0.004943043914034307,n/a,2,200,0.127,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior pr & content manager what i like about my role i like being able to use words to make brands from diverse sectors truly unforgettable. whether crafting press releases, thought leadership pieces, web copy, or blogs, i ensure my clients’ ...",n/a
https://pmwcom.co.uk/team/shashwat-mishra/,Shashwat Mishra - PMW Communications,5,0.004943043914034307,n/a,2,200,0.124,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do brand and marketing manager what i like about my role i get to work on the big ideas that really shape a brand's future, as well as the finer details that take every piece of communication to the next level. being involved across multiple stag...",n/a
https://pmwcom.co.uk/team/suzanne-matthews/,Suzanne Matthews  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.106,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do accounts department what i like about my role the team i work with! everyone at pmw is super friendly and welcoming. i think that’s very valuable in an office environment. i’ve made some lifelong friends since joining the company. outside work...,n/a
https://pmwcom.co.uk/team/suzie-farrell/,Suzie Farrell  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.125,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do account director what i like about my role i like the variety of clients i get to work with, and the fact that we’re never complacent about what we do. we support each other and work hard as a team to brainstorm what we can do to…",n/a
https://pmwcom.co.uk/team/tim-crutkaew/,Tim Crutkaew  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.107,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do creative manager what i like about my role i’ve always been the kind of person who loves to draw, play video games and read graphic novels so it’s natural for me to be attracted to bright colours, shapes, motion, characters and all aspects of ...",n/a
https://pmwcom.co.uk/team/tom-marchant/,Tom Marchant - PMW Communications,5,0.004943043914034307,n/a,2,200,0.104,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do digital director what i like about my role the fast pace of being a digital director and staying ahead of trends keeps me on my toes, and i love how it pushes me to adapt, find new ideas, and grow my expertise. not all our challenges can…",n/a
https://pmwcom.co.uk/case-studies/no-one/,,-,0.0,n/a,0,301,0.279,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,0,-,n/a
https://pmwcom.co.uk/case-studies/perrys/,,-,0.0,n/a,0,301,0.322,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,0,-,n/a
https://pmwcom.co.uk/case-studies/willmott-dixon/,,-,0.0,n/a,0,301,0.268,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,0,-,n/a
https://pmwcom.co.uk/email-marketing-services/,,-,0.0,n/a,0,404,0.66,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/radio/,,-,0.0,n/a,0,404,0.569,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/social-media-management/,,-,0.0,n/a,0,404,0.573,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/visual-design/cbre-design/,,-,0.0,n/a,0,404,0.642,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/web-design-services/,,-,0.0,n/a,0,404,0.631,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,1,-,n/a
https://www.pmwcom.co.uk/,,-,0.0,n/a,0,301,0.104,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/category-sitemap1.xml,,-,-,n/a,0,200,0.313,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,n/a
https://pmwcom.co.uk/llms.txt,,-,-,n/a,0,404,0.705,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,n/a
https://pmwcom.co.uk/page-sitemap1.xml,,-,-,n/a,0,200,0.349,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,n/a
https://pmwcom.co.uk/post-sitemap1.xml,,-,-,n/a,0,200,0.298,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,16,-,n/a
https://pmwcom.co.uk/post_tag-sitemap1.xml,,-,-,n/a,0,200,0.283,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://pmwcom.co.uk/robots.txt,,-,-,n/a,0,404,0.032,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,2,-,n/a
https://pmwcom.co.uk/sitemap.xml,,-,-,n/a,0,301,0.352,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://pmwcom.co.uk/sitemaps.xml,,-,-,n/a,0,200,0.324,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.pmwcom.co.uk/llms.txt,,-,-,n/a,0,301,0.099,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.pmwcom.co.uk/robots.txt,,-,-,n/a,0,301,0.026,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.pmwcom.co.uk/sitemap.xml,,-,-,n/a,0,301,0.104,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
